year,selling_price,km_driven,owner,fuel_CNG,fuel_Diesel,fuel_Electric,fuel_LPG,fuel_Petrol,fuel_nan,transmission_Automatic,transmission_Manual,transmission_nan,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,seller_type_nan,brand
2015.0,530000,60000.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,8
2017.0,840000,49213.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,8
2015.0,229999,40000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,10
1998.0,40000,40000.0,4,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2012.0,130000,80000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,3
2015.0,200000,70000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2011.0,120000,70000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,25
2003.0,75000,57000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,10
2016.0,250000,120000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,25
2005.0,100000,30000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2013.0,280000,60000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2015.0,540000,5000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2018.0,700000,10000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2015.0,525000,100000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2016.0,430000,80000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,10
2002.0,65000,60000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2018.0,800000,35000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2007.0,75000,60000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2008.0,210000,53772.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2012.0,195000,140000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,17
2015.0,400000,120000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,3
2012.0,170000,60000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2016.0,225000,25000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,23
2014.0,210000,60000.0,1,False,False,False,True,False,False,False,True,False,False,True,False,False,18
2020.0,240000,120000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2011.0,99000,100000.0,3,False,False,False,False,True,False,False,True,False,False,True,False,False,3
2014.0,620000,36000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,9
2013.0,500000,30000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,9
2013.0,260000,70000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,9
2017.0,550000,60000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2011.0,150000,155500.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,25
2011.0,350000,50000.0,2,False,False,False,False,True,False,True,False,False,False,True,False,False,10
2016.0,320000,40000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,3
2015.0,400000,100000.0,3,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2012.0,175000,80000.0,3,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2011.0,120000,90000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,3
2013.0,320000,90000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,23
2006.0,70000,110000.0,3,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2019.0,810000,15000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2007.0,95000,60000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2020.0,282000,40000.0,1,True,False,False,False,False,False,False,True,False,False,True,False,False,18
2004.0,80000,60000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2013.0,72000,25000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,25
2016.0,600000,25000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2015.0,640000,23000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,24
2018.0,380000,22155.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2018.0,650000,70000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2009.0,150000,60000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2009.0,280000,110000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2018.0,430000,30000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,25
2019.0,800000,15000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,17
2003.0,75000,100000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2016.0,650000,70000.0,1,False,True,False,False,False,False,True,False,False,False,True,False,False,27
2017.0,390000,24000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2005.0,100000,120000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,9
2007.0,175000,78380.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2012.0,434999,110000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,23
2010.0,170000,90000.0,3,False,True,False,False,False,False,False,True,False,False,True,False,False,8
2011.0,190000,90000.0,3,False,True,False,False,False,False,False,True,False,False,True,False,False,8
2009.0,250000,150000.0,3,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2006.0,140000,70000.0,3,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2017.0,600000,80362.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2012.0,280000,110000.0,3,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2012.0,150000,60000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,3
2015.0,650000,50000.0,1,False,True,False,False,False,False,True,False,False,False,True,False,False,3
2014.0,210000,40000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,21
2013.0,425000,20000.0,0,False,True,False,False,False,False,False,True,False,True,False,False,False,3
2014.0,265000,55000.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,10
2018.0,890000,1136.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,6
2013.0,365000,55000.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,23
2014.0,350000,43000.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,8
2016.0,685000,60000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2018.0,940000,2650.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,24
2017.0,1000000,40000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,17
2019.0,1150000,15000.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,17
2016.0,450000,115962.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2015.0,590000,65000.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,21
2017.0,800000,40000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2012.0,385000,58000.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,10
2012.0,235000,54000.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,10
2017.0,640000,56000.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,27
2006.0,52000,120000.0,3,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2009.0,80000,90000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2012.0,140000,70000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2008.0,120000,90000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2012.0,180000,120000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,3
2017.0,700000,10000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2012.0,285000,80000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2015.0,390000,90000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2008.0,125000,80000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2008.0,225000,60000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2011.0,175000,139000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2011.0,1075000,160000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,26
2014.0,300000,150000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,9
2010.0,700000,163000.0,4,False,True,False,False,False,False,False,True,False,False,True,False,False,26
2009.0,90000,120000.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,25
2011.0,120000,120000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,25
2012.0,220000,100000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,3
2015.0,300000,140000.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,25
2010.0,180000,87000.0,2,False,True,False,False,False,False,False,True,False,True,False,False,False,24
2013.0,170000,70000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2015.0,300000,50000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,8
2014.0,1050000,70000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,26
2018.0,465000,25000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,10
2011.0,130000,80000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,3
2018.0,434999,10000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,5
2018.0,500000,32000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2018.0,200000,10000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2017.0,625000,52000.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,18
2006.0,110000,120000.0,3,False,True,False,False,False,False,False,True,False,False,True,False,False,8
2019.0,800000,11240.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2017.0,490000,66000.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,10
2017.0,880000,64000.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,18
2013.0,290000,49000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2006.0,115999,100000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,25
2018.0,360000,26500.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,23
2002.0,65000,100000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2017.0,685000,72000.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,18
2009.0,300000,50000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,9
2017.0,680000,44000.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,10
2017.0,1000000,60000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2002.0,100000,120000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,25
2010.0,160000,130000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,17
2017.0,450000,70000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2014.0,600000,20000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2009.0,180000,60000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,10
2010.0,120000,90000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2006.0,130000,80000.0,3,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2011.0,160000,155000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2019.0,860000,35000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,17
2018.0,650000,60000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2010.0,100000,80000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2017.0,282000,20000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2009.0,300000,50000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2010.0,270000,110000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2013.0,550000,29000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,10
2013.0,450000,120000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,17
2011.0,430000,70000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,17
2013.0,350000,40000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2017.0,350000,20000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,9
2013.0,229999,50000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,26
2013.0,110000,50000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2012.0,395000,49000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2011.0,650000,60000.0,2,False,True,False,False,False,False,True,False,False,False,True,False,False,17
2011.0,350000,90000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,17
2018.0,360000,60000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,25
2015.0,800000,15000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,23
2018.0,229999,30000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2014.0,315000,41000.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,18
2012.0,125000,28000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,3
2019.0,700000,60000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2015.0,160000,70000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2017.0,530000,10832.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,8
2018.0,624000,14681.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,8
2009.0,250000,50000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2016.0,585000,51000.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,17
2015.0,500000,25000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2014.0,350000,30000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,3
2014.0,495000,80000.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,9
2017.0,500000,60000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2013.0,345000,44000.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,10
2015.0,500000,60000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2019.0,425000,60000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,25
2005.0,80000,40000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2011.0,106000,50000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,3
2009.0,180000,46730.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2015.0,250000,40000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,5
2011.0,350000,80000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,24
2002.0,60000,80000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2018.0,900000,24000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,10
2017.0,700000,21170.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,8
2017.0,1000000,40000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2007.0,160000,120000.0,3,False,True,False,False,False,False,False,True,False,False,True,False,False,3
2012.0,525000,140000.0,1,False,False,False,False,True,False,True,False,False,False,True,False,False,20
2019.0,800000,30000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2017.0,700000,88635.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,8
2018.0,800000,25000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2017.0,575000,20000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2012.0,350000,110000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,23
2008.0,250000,120000.0,3,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2011.0,600000,149674.0,2,False,True,False,False,False,False,False,True,False,True,False,False,False,8
2007.0,370000,100000.0,3,False,True,False,False,False,False,False,True,False,False,True,False,False,17
2006.0,80000,120000.0,3,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2003.0,50000,120000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,25
2018.0,900000,25000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,10
2014.0,300000,35000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2002.0,125000,40000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,25
2015.0,490000,60000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2012.0,300000,50000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,26
2013.0,55000,25000.0,4,False,False,False,False,True,False,False,True,False,False,True,False,False,25
2016.0,350000,25000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2019.0,755000,8000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,10
2017.0,720000,60000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2018.0,1100000,20000.0,0,False,True,False,False,False,False,False,True,False,False,True,False,False,17
2013.0,400000,100000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,27
2015.0,350000,70000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,10
2012.0,159000,68000.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,3
2017.0,550000,38000.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,18
2013.0,335000,80000.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,18
2014.0,185000,72000.0,1,True,False,False,False,False,False,False,True,False,True,False,False,False,25
2012.0,229999,75000.0,1,True,False,False,False,False,False,False,True,False,True,False,False,False,18
2014.0,225000,43000.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,18
2007.0,250000,120000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2015.0,400000,100000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,25
2014.0,470000,163000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2018.0,300000,25000.0,0,False,False,False,False,True,False,True,False,False,False,True,False,False,18
2011.0,145000,25000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2007.0,100000,90000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2014.0,500000,70000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,17
2010.0,130000,98000.0,2,True,False,False,False,False,False,False,True,False,False,True,False,False,10
2010.0,240000,81925.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,3
2013.0,150000,80000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,8
2017.0,270000,40000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,23
2014.0,400000,90000.0,0,False,True,False,False,False,False,False,True,False,False,True,False,False,18
